diagnosis_id,icd10_code,diagnosis_desc,diagnosis_category,severity,updated_at
D001872,J18.9,Pneumonia unspecified,Respiratory,Low,2026-06-06
D001873,G43.909,Migraine unspecified,Neurological,Low,2026-06-06
D001874,E11.9,Type 2 diabetes without complications,Endocrine,High,2026-06-06
D001875,F41.1,Generalized anxiety disorder,Mental Health,High,2026-06-06
D001876,N18.3,Chronic kidney disease stage 3,Renal,Medium,2026-06-06
D001877,N39.0,Urinary tract infection,Renal,Medium,2026-06-06
D001878,J96.00,Acute respiratory failure unspecified,Respiratory,Low,2026-06-06
D001879,N39.0,Urinary tract infection,Renal,High,2026-06-06
D001880,F41.1,Generalized anxiety disorder,Mental Health,Critical,2026-06-06
D001881,I50.9,Heart failure unspecified,Cardiovascular,Medium,2026-06-06
D001882,I21.0,ST elevation myocardial infarction,Cardiovascular,Critical,2026-06-06
D001883,I50.9,Heart failure unspecified,Cardiovascular,Low,2026-06-06
D001884,A41.9,Sepsis unspecified,Infectious,Low,2026-06-06
D001885,I10,Essential hypertension,Cardiovascular,Critical,2026-06-06
D001886,A41.9,Sepsis unspecified,Infectious,Medium,2026-06-06
D001887,G43.909,Migraine unspecified,Neurological,Critical,2026-06-06
D001888,G43.909,Migraine unspecified,Neurological,High,2026-06-06
D001889,N39.0,Urinary tract infection,Renal,High,2026-06-06
D001890,E11.9,Type 2 diabetes without complications,Endocrine,Low,2026-06-06
D001891,S72.001,Fracture of femoral head,Musculoskeletal,Medium,2026-06-06
D001892,I10,Essential hypertension,Cardiovascular,Critical,2026-06-06
D001893,J18.9,Pneumonia unspecified,Respiratory,Critical,2026-06-06
D001894,N39.0,Urinary tract infection,Renal,Critical,2026-06-06
D001895,M79.3,Panniculitis,Musculoskeletal,Medium,2026-06-06
D001896,E11.65,Type 2 diabetes with hyperglycemia,Endocrine,Medium,2026-06-06
D001897,G43.909,Migraine unspecified,Neurological,High,2026-06-06
D001898,K57.30,Diverticulosis of large intestine,Gastrointestinal,Critical,2026-06-06
D001899,J96.00,Acute respiratory failure unspecified,Respiratory,High,2026-06-06
D001900,K92.1,Melena,Gastrointestinal,Critical,2026-06-06
D001901,M79.3,Panniculitis,Musculoskeletal,Low,2026-06-06
D001902,I10,Essential hypertension,Cardiovascular,Critical,2026-06-06
D001903,J18.9,Pneumonia unspecified,Respiratory,High,2026-06-06
D001904,M79.3,Panniculitis,Musculoskeletal,Critical,2026-06-06
D001905,J96.00,Acute respiratory failure unspecified,Respiratory,High,2026-06-06
D001906,K57.30,Diverticulosis of large intestine,Gastrointestinal,Medium,2026-06-06
D001907,F32.9,Major depressive disorder single episode,Mental Health,Low,2026-06-06
D001908,A41.9,Sepsis unspecified,Infectious,Low,2026-06-06
D001909,K92.1,Melena,Gastrointestinal,Low,2026-06-06
D001910,N39.0,Urinary tract infection,Renal,Critical,2026-06-06
D001911,A41.9,Sepsis unspecified,Infectious,Critical,2026-06-06
D001912,E11.65,Type 2 diabetes with hyperglycemia,Endocrine,Medium,2026-06-06
D001913,F41.1,Generalized anxiety disorder,Mental Health,Medium,2026-06-06
D001914,M79.3,Panniculitis,Musculoskeletal,Critical,2026-06-06
D001915,I10,Essential hypertension,Cardiovascular,High,2026-06-06
D001916,E11.9,Type 2 diabetes without complications,Endocrine,Critical,2026-06-06
D001917,B97.29,Other coronavirus as cause of disease,Infectious,High,2026-06-06
D001918,F41.1,Generalized anxiety disorder,Mental Health,Medium,2026-06-06
D001919,J96.00,Acute respiratory failure unspecified,Respiratory,Low,2026-06-06
D001920,G35,Multiple sclerosis,Neurological,Critical,2026-06-06
D001921,J18.9,Pneumonia unspecified,Respiratory,Critical,2026-06-06
D001922,K92.1,Melena,Gastrointestinal,Low,2026-06-06
D001923,S72.001,Fracture of femoral head,Musculoskeletal,Medium,2026-06-06
D001924,N39.0,Urinary tract infection,Renal,Critical,2026-06-06
D001925,I10,Essential hypertension,Cardiovascular,Low,2026-06-06
D001926,G43.909,Migraine unspecified,Neurological,Critical,2026-06-06
D001927,K92.1,Melena,Gastrointestinal,Critical,2026-06-06
D001928,I50.9,Heart failure unspecified,Cardiovascular,Low,2026-06-06
D001929,E11.9,Type 2 diabetes without complications,Endocrine,Medium,2026-06-06
D001930,G35,Multiple sclerosis,Neurological,Low,2026-06-06
D001931,J44.1,COPD with acute exacerbation,Respiratory,Medium,2026-06-06
D001932,S72.001,Fracture of femoral head,Musculoskeletal,High,2026-06-06
D001933,A41.9,Sepsis unspecified,Infectious,Critical,2026-06-06
D001934,E11.9,Type 2 diabetes without complications,Endocrine,Medium,2026-06-06
D001935,K92.1,Melena,Gastrointestinal,High,2026-06-06
D001936,G35,Multiple sclerosis,Neurological,High,2026-06-06
D001937,B97.29,Other coronavirus as cause of disease,Infectious,High,2026-06-06
D001938,I10,Essential hypertension,Cardiovascular,Low,2026-06-06
D001939,G43.909,Migraine unspecified,Neurological,Critical,2026-06-06
D001940,J44.1,COPD with acute exacerbation,Respiratory,High,2026-06-06
D001941,I50.9,Heart failure unspecified,Cardiovascular,High,2026-06-06
D001942,F41.1,Generalized anxiety disorder,Mental Health,Low,2026-06-06
D001943,I21.0,ST elevation myocardial infarction,Cardiovascular,High,2026-06-06
D001944,J18.9,Pneumonia unspecified,Respiratory,High,2026-06-06
D001945,I21.0,ST elevation myocardial infarction,Cardiovascular,Medium,2026-06-06
D001946,B97.29,Other coronavirus as cause of disease,Infectious,Critical,2026-06-06
D001947,K92.1,Melena,Gastrointestinal,Critical,2026-06-06
D001948,A41.9,Sepsis unspecified,Infectious,Critical,2026-06-06
D001949,B97.29,Other coronavirus as cause of disease,Infectious,Medium,2026-06-06
D001950,J96.00,Acute respiratory failure unspecified,Respiratory,Critical,2026-06-06
D001951,J44.1,COPD with acute exacerbation,Respiratory,Medium,2026-06-06
D001952,F41.1,Generalized anxiety disorder,Mental Health,Critical,2026-06-06
D001953,K57.30,Diverticulosis of large intestine,Gastrointestinal,Critical,2026-06-06
D001954,J44.1,COPD with acute exacerbation,Respiratory,High,2026-06-06
D001955,J44.1,COPD with acute exacerbation,Respiratory,Medium,2026-06-06
D001956,I21.0,ST elevation myocardial infarction,Cardiovascular,Low,2026-06-06
D001957,I21.0,ST elevation myocardial infarction,Cardiovascular,Medium,2026-06-06
D001958,M79.3,Panniculitis,Musculoskeletal,Critical,2026-06-06
D001959,J44.1,COPD with acute exacerbation,Respiratory,Low,2026-06-06
D001960,J44.1,COPD with acute exacerbation,Respiratory,Critical,2026-06-06
D001961,S72.001,Fracture of femoral head,Musculoskeletal,Critical,2026-06-06
D001962,G43.909,Migraine unspecified,Neurological,Medium,2026-06-06
D001963,S72.001,Fracture of femoral head,Musculoskeletal,Critical,2026-06-06
D001964,F41.1,Generalized anxiety disorder,Mental Health,Critical,2026-06-06
D001965,A41.9,Sepsis unspecified,Infectious,High,2026-06-06
D001966,E11.65,Type 2 diabetes with hyperglycemia,Endocrine,Medium,2026-06-06
D001967,B97.29,Other coronavirus as cause of disease,Infectious,Low,2026-06-06
D001968,G35,Multiple sclerosis,Neurological,Critical,2026-06-06
D001969,E11.65,Type 2 diabetes with hyperglycemia,Endocrine,High,2026-06-06
D001970,B97.29,Other coronavirus as cause of disease,Infectious,High,2026-06-06
D001971,I50.9,Heart failure unspecified,Cardiovascular,Low,2026-06-06
D001972,G35,Multiple sclerosis,Neurological,Critical,2026-06-06
D001973,K57.30,Diverticulosis of large intestine,Gastrointestinal,Low,2026-06-06
D001974,G35,Multiple sclerosis,Neurological,Critical,2026-06-06
D001975,I10,Essential hypertension,Cardiovascular,Medium,2026-06-06
D001976,F32.9,Major depressive disorder single episode,Mental Health,High,2026-06-06
D001977,S72.001,Fracture of femoral head,Musculoskeletal,Low,2026-06-06
D001978,F32.9,Major depressive disorder single episode,Mental Health,Low,2026-06-06
D001979,E11.65,Type 2 diabetes with hyperglycemia,Endocrine,Critical,2026-06-06
D001980,I10,Essential hypertension,Cardiovascular,High,2026-06-06
D001981,G43.909,Migraine unspecified,Neurological,Low,2026-06-06
D001982,K92.1,Melena,Gastrointestinal,Low,2026-06-06
D001983,M79.3,Panniculitis,Musculoskeletal,Critical,2026-06-06
D001984,F32.9,Major depressive disorder single episode,Mental Health,Critical,2026-06-06
D001985,G35,Multiple sclerosis,Neurological,High,2026-06-06
D001986,B97.29,Other coronavirus as cause of disease,Infectious,High,2026-06-06
D001987,N39.0,Urinary tract infection,Renal,High,2026-06-06
D001988,J96.00,Acute respiratory failure unspecified,Respiratory,Low,2026-06-06
D001989,G43.909,Migraine unspecified,Neurological,High,2026-06-06
D001990,G35,Multiple sclerosis,Neurological,High,2026-06-06
D001991,I50.9,Heart failure unspecified,Cardiovascular,Critical,2026-06-06
D001992,G35,Multiple sclerosis,Neurological,Medium,2026-06-06
D001993,G35,Multiple sclerosis,Neurological,Low,2026-06-06
D001994,N39.0,Urinary tract infection,Renal,Low,2026-06-06
D001995,N39.0,Urinary tract infection,Renal,Critical,2026-06-06
D001996,I10,Essential hypertension,Cardiovascular,Medium,2026-06-06
D001997,F32.9,Major depressive disorder single episode,Mental Health,Low,2026-06-06
D001998,N18.3,Chronic kidney disease stage 3,Renal,High,2026-06-06
D001999,J44.1,COPD with acute exacerbation,Respiratory,High,2026-06-06
D002000,N18.3,Chronic kidney disease stage 3,Renal,High,2026-06-06
D002001,I21.0,ST elevation myocardial infarction,Cardiovascular,Low,2026-06-06
D002002,G43.909,Migraine unspecified,Neurological,Medium,2026-06-06
D002003,G35,Multiple sclerosis,Neurological,Medium,2026-06-06
D002004,S72.001,Fracture of femoral head,Musculoskeletal,High,2026-06-06
D002005,J96.00,Acute respiratory failure unspecified,Respiratory,High,2026-06-06
D002006,E11.65,Type 2 diabetes with hyperglycemia,Endocrine,Critical,2026-06-06
D002007,J96.00,Acute respiratory failure unspecified,Respiratory,Low,2026-06-06
D002008,K92.1,Melena,Gastrointestinal,Low,2026-06-06
D002009,J44.1,COPD with acute exacerbation,Respiratory,Medium,2026-06-06
D002010,M79.3,Panniculitis,Musculoskeletal,Critical,2026-06-06
D002011,A41.9,Sepsis unspecified,Infectious,Medium,2026-06-06
D002012,S72.001,Fracture of femoral head,Musculoskeletal,Medium,2026-06-06
D002013,E11.9,Type 2 diabetes without complications,Endocrine,High,2026-06-06
D002014,I50.9,Heart failure unspecified,Cardiovascular,High,2026-06-06
D002015,J18.9,Pneumonia unspecified,Respiratory,Low,2026-06-06
D002016,J96.00,Acute respiratory failure unspecified,Respiratory,Critical,2026-06-06
D002017,A41.9,Sepsis unspecified,Infectious,Critical,2026-06-06
D002018,N39.0,Urinary tract infection,Renal,Critical,2026-06-06
D002019,F41.1,Generalized anxiety disorder,Mental Health,Medium,2026-06-06
D002020,A41.9,Sepsis unspecified,Infectious,Critical,2026-06-06
D002021,M79.3,Panniculitis,Musculoskeletal,High,2026-06-06
D002022,J44.1,COPD with acute exacerbation,Respiratory,Critical,2026-06-06
D002023,I21.0,ST elevation myocardial infarction,Cardiovascular,High,2026-06-06
D002024,S72.001,Fracture of femoral head,Musculoskeletal,Critical,2026-06-06
D002025,K92.1,Melena,Gastrointestinal,Low,2026-06-06
D002026,J18.9,Pneumonia unspecified,Respiratory,High,2026-06-06
D002027,B97.29,Other coronavirus as cause of disease,Infectious,High,2026-06-06
D002028,K92.1,Melena,Gastrointestinal,High,2026-06-06
D002029,N18.3,Chronic kidney disease stage 3,Renal,Low,2026-06-06
D002030,N18.3,Chronic kidney disease stage 3,Renal,Critical,2026-06-06
D002031,S72.001,Fracture of femoral head,Musculoskeletal,Medium,2026-06-06
D002032,G35,Multiple sclerosis,Neurological,Medium,2026-06-06
D002033,F32.9,Major depressive disorder single episode,Mental Health,High,2026-06-06
D002034,J96.00,Acute respiratory failure unspecified,Respiratory,High,2026-06-06
D002035,F41.1,Generalized anxiety disorder,Mental Health,Low,2026-06-06
D002036,I21.0,ST elevation myocardial infarction,Cardiovascular,Low,2026-06-06
D002037,I21.0,ST elevation myocardial infarction,Cardiovascular,Critical,2026-06-06
D002038,J18.9,Pneumonia unspecified,Respiratory,Low,2026-06-06
D002039,S72.001,Fracture of femoral head,Musculoskeletal,High,2026-06-06
D002040,E11.65,Type 2 diabetes with hyperglycemia,Endocrine,High,2026-06-06
D002041,N18.3,Chronic kidney disease stage 3,Renal,Medium,2026-06-06
D002042,I50.9,Heart failure unspecified,Cardiovascular,Low,2026-06-06
D002043,G43.909,Migraine unspecified,Neurological,Low,2026-06-06
D002044,I50.9,Heart failure unspecified,Cardiovascular,Medium,2026-06-06
D002045,G43.909,Migraine unspecified,Neurological,Low,2026-06-06
D002046,J18.9,Pneumonia unspecified,Respiratory,Low,2026-06-06
D002047,G43.909,Migraine unspecified,Neurological,Medium,2026-06-06
D002048,A41.9,Sepsis unspecified,Infectious,Medium,2026-06-06
D002049,J18.9,Pneumonia unspecified,Respiratory,Medium,2026-06-06
D002050,N18.3,Chronic kidney disease stage 3,Renal,High,2026-06-06
D002051,S72.001,Fracture of femoral head,Musculoskeletal,Low,2026-06-06
D002052,S72.001,Fracture of femoral head,Musculoskeletal,High,2026-06-06
D002053,B97.29,Other coronavirus as cause of disease,Infectious,High,2026-06-06
D002054,N18.3,Chronic kidney disease stage 3,Renal,Medium,2026-06-06
D002055,I10,Essential hypertension,Cardiovascular,High,2026-06-06
D002056,I50.9,Heart failure unspecified,Cardiovascular,Critical,2026-06-06
D002057,A41.9,Sepsis unspecified,Infectious,High,2026-06-06
D002058,I50.9,Heart failure unspecified,Cardiovascular,High,2026-06-06
D002059,N18.3,Chronic kidney disease stage 3,Renal,Medium,2026-06-06
D002060,S72.001,Fracture of femoral head,Musculoskeletal,Low,2026-06-06
D002061,M79.3,Panniculitis,Musculoskeletal,Medium,2026-06-06
D002062,G43.909,Migraine unspecified,Neurological,Critical,2026-06-06
D002063,J96.00,Acute respiratory failure unspecified,Respiratory,Critical,2026-06-06
D002064,J18.9,Pneumonia unspecified,Respiratory,Medium,2026-06-06
D002065,F41.1,Generalized anxiety disorder,Mental Health,Critical,2026-06-06
D002066,E11.9,Type 2 diabetes without complications,Endocrine,Low,2026-06-06
D002067,S72.001,Fracture of femoral head,Musculoskeletal,High,2026-06-06
D002068,J18.9,Pneumonia unspecified,Respiratory,Low,2026-06-06
D002069,I10,Essential hypertension,Cardiovascular,Low,2026-06-06
D002070,G35,Multiple sclerosis,Neurological,High,2026-06-06
D002071,S72.001,Fracture of femoral head,Musculoskeletal,Low,2026-06-06
D002072,M79.3,Panniculitis,Musculoskeletal,Medium,2026-06-06
D002073,I21.0,ST elevation myocardial infarction,Cardiovascular,Low,2026-06-06
D002074,A41.9,Sepsis unspecified,Infectious,High,2026-06-06
D002075,J44.1,COPD with acute exacerbation,Respiratory,High,2026-06-06
D002076,A41.9,Sepsis unspecified,Infectious,Low,2026-06-06
D002077,F32.9,Major depressive disorder single episode,Mental Health,Critical,2026-06-06
D002078,M79.3,Panniculitis,Musculoskeletal,Critical,2026-06-06
D002079,A41.9,Sepsis unspecified,Infectious,Low,2026-06-06
D002080,F41.1,Generalized anxiety disorder,Mental Health,Medium,2026-06-06
D002081,I21.0,ST elevation myocardial infarction,Cardiovascular,Critical,2026-06-06
D002082,M79.3,Panniculitis,Musculoskeletal,Low,2026-06-06
D002083,G35,Multiple sclerosis,Neurological,High,2026-06-06
D002084,K92.1,Melena,Gastrointestinal,High,2026-06-06
D002085,A41.9,Sepsis unspecified,Infectious,Low,2026-06-06
D002086,I10,Essential hypertension,Cardiovascular,High,2026-06-06
D002087,F41.1,Generalized anxiety disorder,Mental Health,High,2026-06-06
D002088,I10,Essential hypertension,Cardiovascular,Critical,2026-06-06
D002089,N39.0,Urinary tract infection,Renal,Medium,2026-06-06
D002090,J96.00,Acute respiratory failure unspecified,Respiratory,Low,2026-06-06
D002091,A41.9,Sepsis unspecified,Infectious,Medium,2026-06-06
D002092,N39.0,Urinary tract infection,Renal,Critical,2026-06-06
D002093,J18.9,Pneumonia unspecified,Respiratory,High,2026-06-06
D002094,M79.3,Panniculitis,Musculoskeletal,Low,2026-06-06
D002095,S72.001,Fracture of femoral head,Musculoskeletal,Medium,2026-06-06
D002096,J44.1,COPD with acute exacerbation,Respiratory,Low,2026-06-06
D002097,E11.9,Type 2 diabetes without complications,Endocrine,Low,2026-06-06
D002098,G35,Multiple sclerosis,Neurological,Medium,2026-06-06
D002099,M79.3,Panniculitis,Musculoskeletal,Critical,2026-06-06
D002100,I10,Essential hypertension,Cardiovascular,High,2026-06-06
D002101,M79.3,Panniculitis,Musculoskeletal,Critical,2026-06-06
D002102,I21.0,ST elevation myocardial infarction,Cardiovascular,Low,2026-06-06
D002103,K92.1,Melena,Gastrointestinal,Low,2026-06-06
D002104,K92.1,Melena,Gastrointestinal,Low,2026-06-06
D002105,A41.9,Sepsis unspecified,Infectious,Low,2026-06-06
D002106,E11.9,Type 2 diabetes without complications,Endocrine,Critical,2026-06-06
D002107,F41.1,Generalized anxiety disorder,Mental Health,Medium,2026-06-06
D002108,G35,Multiple sclerosis,Neurological,Medium,2026-06-06
D002109,I10,Essential hypertension,Cardiovascular,Low,2026-06-06
D002110,J44.1,COPD with acute exacerbation,Respiratory,Critical,2026-06-06
D002111,I21.0,ST elevation myocardial infarction,Cardiovascular,Critical,2026-06-06
D002112,G43.909,Migraine unspecified,Neurological,Low,2026-06-06
D002113,E11.65,Type 2 diabetes with hyperglycemia,Endocrine,Medium,2026-06-06
D002114,I21.0,ST elevation myocardial infarction,Cardiovascular,Medium,2026-06-06
D002115,I50.9,Heart failure unspecified,Cardiovascular,High,2026-06-06
D002116,J18.9,Pneumonia unspecified,Respiratory,Critical,2026-06-06
D002117,G43.909,Migraine unspecified,Neurological,Medium,2026-06-06
D002118,G35,Multiple sclerosis,Neurological,Low,2026-06-06
D002119,J18.9,Pneumonia unspecified,Respiratory,Low,2026-06-06
D002120,M79.3,Panniculitis,Musculoskeletal,Medium,2026-06-06
D002121,I10,Essential hypertension,Cardiovascular,Medium,2026-06-06
D002122,B97.29,Other coronavirus as cause of disease,Infectious,High,2026-06-06
D002123,A41.9,Sepsis unspecified,Infectious,High,2026-06-06
D002124,J18.9,Pneumonia unspecified,Respiratory,Medium,2026-06-06
D002125,K92.1,Melena,Gastrointestinal,Medium,2026-06-06
D002126,I50.9,Heart failure unspecified,Cardiovascular,Medium,2026-06-06
D002127,K92.1,Melena,Gastrointestinal,Low,2026-06-06
